job,major,subject_category,subject_details
전기공학기술자,전기제어공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구"
전기공학기술자,전기제어공학과,전문교과Ⅱ,"공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획"
통신공학 기술자 및 연구원,전기제어공학과,공통과목,"수학, 과학, 기술ㆍ가정"
통신공학 기술자 및 연구원,전기제어공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
통신공학 기술자 및 연구원,전기제어공학과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
통신공학 기술자 및 연구원,전기제어공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구"
통신공학 기술자 및 연구원,전기제어공학과,전문교과Ⅱ,"공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획"
항공기정비원,전기제어공학과,공통과목,"수학, 과학, 기술ㆍ가정"
항공기정비원,전기제어공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
항공기정비원,전기제어공학과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
항공기정비원,전기제어공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구"
항공기정비원,전기제어공학과,전문교과Ⅱ,"공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획"
자연계중등학교교사,가정교육과,공통과목,"영어, 기술ㆍ가정, 윤리"
자연계중등학교교사,가정교육과,일반선택과목,"기술ㆍ가정교과 : 기술ㆍ가정, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
자연계중등학교교사,가정교육과,진로선택과목,"공학일반, 창의경영, 해양 문화와 기술, 가정과학, 지식재산 일반"
자연계중등학교교사,가정교육과,전문교과Ⅰ,사회과제 연구
자연계중등학교교사,가정교육과,전문교과Ⅱ,"기초제도, 식품과학, 식품위생 "
자연과학연구원,지리학과,공통과목,"사회, 생활ㆍ교양"
자연과학연구원,지리학과,일반선택과목,"사회교과 : 한국지리, 세계지리, 사회문화, 생활과 윤리, 생활ㆍ교양교과 : 심리학, 환경"
자연과학연구원,지리학과,진로선택과목,"여행지리, 사회문제 탐구"
자연과학연구원,지리학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
자연과학연구원,지리학과,전문교과Ⅱ,"공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전, 해양 환경과 자원"
지리학연구원,지리학과,공통과목,"사회, 생활ㆍ교양"
지리학연구원,지리학과,일반선택과목,"사회교과 : 한국지리, 세계지리, 사회문화, 생활과 윤리, 생활ㆍ교양교과 : 심리학, 환경"
지리학연구원,지리학과,진로선택과목,"여행지리, 사회문제 탐구"
지리학연구원,지리학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
지리학연구원,지리학과,전문교과Ⅱ,"공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전, 해양 환경과 자원"
측량사,지리학과,공통과목,"사회, 생활ㆍ교양"
측량사,지리학과,일반선택과목,"사회교과 : 한국지리, 세계지리, 사회문화, 생활과 윤리, 생활ㆍ교양교과 : 심리학, 환경"
측량사,지리학과,진로선택과목,"여행지리, 사회문제 탐구"
측량사,지리학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
측량사,지리학과,전문교과Ⅱ,"공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전, 해양 환경과 자원"
GIS전문가,지리학과,공통과목,"사회, 생활ㆍ교양"
GIS전문가,지리학과,일반선택과목,"사회교과 : 한국지리, 세계지리, 사회문화, 생활과 윤리, 생활ㆍ교양교과 : 심리학, 환경"
GIS전문가,지리학과,진로선택과목,"여행지리, 사회문제 탐구"
GIS전문가,지리학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
GIS전문가,지리학과,전문교과Ⅱ,"공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전, 해양 환경과 자원"
자연과학연구원,지질학과,공통과목,"과학, 사회, 교양, 수학"
자연과학연구원,지질학과,일반선택과목,"과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 사회교과 : 사회문화, 한국지리, 세계지리, 생활과 윤리, 교양ㆍ수학교과 : 환경, 보건학, 논술, 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계"
자연과학연구원,지질학과,진로선택과목,"지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제탐구"
자연과학연구원,지질학과,전문교과Ⅰ,"고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경"
자연과학연구원,지질학과,전문교과Ⅱ,"인간과 환경, 환경 측정 관리"
지질학연구원,지질학과,공통과목,"과학, 사회, 교양, 수학"
지질학연구원,지질학과,일반선택과목,"과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 사회교과 : 사회문화, 한국지리, 세계지리, 생활과 윤리, 교양ㆍ수학교과 : 환경, 보건학, 논술, 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계"
지질학연구원,지질학과,진로선택과목,"지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제탐구"
지질학연구원,지질학과,전문교과Ⅰ,"고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경"
지질학연구원,지질학과,전문교과Ⅱ,"인간과 환경, 환경 측정 관리"
토양환경기술자,지질학과,공통과목,"과학, 사회, 교양, 수학"
토양환경기술자,지질학과,일반선택과목,"과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 사회교과 : 사회문화, 한국지리, 세계지리, 생활과 윤리, 교양ㆍ수학교과 : 환경, 보건학, 논술, 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계"
토양환경기술자,지질학과,진로선택과목,"지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제탐구"
토양환경기술자,지질학과,전문교과Ⅰ,"고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경"
토양환경기술자,지질학과,전문교과Ⅱ,"인간과 환경, 환경 측정 관리"
GIS전문가,지질학과,공통과목,"과학, 사회, 교양, 수학"
GIS전문가,지질학과,일반선택과목,"과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 사회교과 : 사회문화, 한국지리, 세계지리, 생활과 윤리, 교양ㆍ수학교과 : 환경, 보건학, 논술, 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계"
GIS전문가,지질학과,진로선택과목,"지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제탐구"
GIS전문가,지질학과,전문교과Ⅰ,"고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경"
GIS전문가,지질학과,전문교과Ⅱ,"인간과 환경, 환경 측정 관리"
장례지도사,장례지도과,공통과목,"사회, 생활ㆍ교양"
장례지도사,장례지도과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
장례지도사,장례지도과,진로선택과목,사회문제 탐구
장례지도사,장례지도과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
장례지도사,장례지도과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
재활용 처리 및 소각로 조작원,환경화학과,공통과목,"수학, 과학, 기술ㆍ가정"
재활용 처리 및 소각로 조작원,환경화학과,일반선택과목,"수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
재활용 처리 및 소각로 조작원,환경화학과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
재활용 처리 및 소각로 조작원,환경화학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구"
재활용 처리 및 소각로 조작원,환경화학과,전문교과Ⅱ,"공업일반, 공업 화학, 제조 화학, 화학 분석, 석유 화학 제품"
해양공학기술자,환경화학과,공통과목,"수학, 과학, 기술ㆍ가정"
해양공학기술자,환경화학과,일반선택과목,"수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
해양공학기술자,환경화학과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
해양공학기술자,환경화학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구"
해양공학기술자,환경화학과,전문교과Ⅱ,"공업일반, 공업 화학, 제조 화학, 화학 분석, 석유 화학 제품"
전문비서,문헌정보과,공통과목,"국어, 수학, 생활ㆍ교양, 영어"
전문비서,문헌정보과,일반선택과목,"국어교과 : 언어와 매체, 독서, 문학, 화법과 작문, 수학교과 : 확률과 통계, 수학Ⅰ, 수학Ⅱ, 생활ㆍ교양교과 : 정보, 영어Ⅰ, 철학, 교육학, 심리학, 종교학, 논리학"
전문비서,문헌정보과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 기하, 수학과제 탐구"
전문비서,문헌정보과,전문교과Ⅰ,"사회탐구 방법, 사회과제 연구, 문학과 매체, 정보과학"
전문비서,문헌정보과,전문교과Ⅱ,정보처리와 관리
전통식품제조원,전통조리과,공통과목,"과학, 생활ㆍ교양, 사회"
전통식품제조원,전통조리과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용경제, 사회교과 : 사회문화, 생활과 윤리, 정치와 법"
전통식품제조원,전통조리과,진로선택과목,"생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학"
전통식품제조원,전통조리과,전문교과Ⅰ,"생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구"
전통식품제조원,전통조리과,전문교과Ⅱ,"식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석"
조리사 및 주방장,전통조리과,공통과목,"과학, 생활ㆍ교양, 사회"
조리사 및 주방장,전통조리과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용경제, 사회교과 : 사회문화, 생활과 윤리, 정치와 법"
조리사 및 주방장,전통조리과,진로선택과목,"생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학"
조리사 및 주방장,전통조리과,전문교과Ⅰ,"생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구"
조리사 및 주방장,전통조리과,전문교과Ⅱ,"식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석"
접객원,호텔외식경영과,공통과목,"수학, 사회, 기술ㆍ가정, 생활ㆍ교양"
접객원,호텔외식경영과,일반선택과목,"수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계, 사회교과 : 경제, 생활과 윤리, 기술ㆍ가정교과 : 정보, 생활ㆍ교양교과 : 실용 경제"
접객원,호텔외식경영과,진로선택과목,"실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구, 창의 경영, 지식 재산 일반"
접객원,호텔외식경영과,전문교과Ⅰ,"심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구"
접객원,호텔외식경영과,전문교과Ⅱ,"기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리"
정보보호전문가,정보보호학과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
정보보호전문가,정보보호학과,일반선택과목,"수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
정보보호전문가,정보보호학과,진로선택과목,"실용 수학, 기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구"
정보보호전문가,정보보호학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구"
정보보호전문가,정보보호학과,전문교과Ⅱ,"정보처리와 관리, 프로그래밍, 자료구조, 네트워크 프로그래밍, 정보보호관리"
정보보호전문가,컴퓨터보안과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
정보보호전문가,컴퓨터보안과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리 , 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
정보보호전문가,컴퓨터보안과,진로선택과목,"실용수학, 기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구"
정보보호전문가,컴퓨터보안과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제 연구, 생태와 환경, 지역 이해, 사회과제 연구"
정보보호전문가,컴퓨터보안과,전문교과Ⅱ,"정보처리와 관리, 프로그래밍, 자료구조, 네트워크 프로그래밍, 정보보호 관리"
제과사 및 제빵사,제과제빵과,공통과목,"과학, 생활ㆍ교양, 사회"
제과사 및 제빵사,제과제빵과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용경제, 사회교과 : 사회문화, 생활과 윤리, 정치와 법"
제과사 및 제빵사,제과제빵과,진로선택과목,"생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학"
제과사 및 제빵사,제과제빵과,전문교과Ⅰ,"생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구"
제과사 및 제빵사,제과제빵과,전문교과Ⅱ,"식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석"
제과사 및 제빵사,호텔조리과,공통과목,"과학, 생활ㆍ교양, 사회"
제과사 및 제빵사,호텔조리과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용경제, 사회교과 : 사회문화, 생활과 윤리, 정치와 법"
제과사 및 제빵사,호텔조리과,진로선택과목,"생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학"
제과사 및 제빵사,호텔조리과,전문교과Ⅰ,"생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구"
제과사 및 제빵사,호텔조리과,전문교과Ⅱ,"식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석"
조리사 및 주방장,호텔조리과,공통과목,"과학, 생활ㆍ교양, 사회"
조리사 및 주방장,호텔조리과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용경제, 사회교과 : 사회문화, 생활과 윤리, 정치와 법"
조리사 및 주방장,호텔조리과,진로선택과목,"생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학"
조리사 및 주방장,호텔조리과,전문교과Ⅰ,"생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구"
조리사 및 주방장,호텔조리과,전문교과Ⅱ,"식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석"
제품디자이너,제품디자인과,공통과목,"미술, 윤리"
제품디자이너,제품디자인과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
제품디자이너,제품디자인과,진로선택과목,"미술 창작, 미술 감상과 비평"
제품디자이너,제품디자인과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
제품디자이너,제품디자인과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
캐릭터디자이너,제품디자인과,공통과목,"미술, 윤리"
캐릭터디자이너,제품디자인과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
캐릭터디자이너,제품디자인과,진로선택과목,"미술 창작, 미술 감상과 비평"
캐릭터디자이너,제품디자인과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
캐릭터디자이너,제품디자인과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
조각가,조소학과,공통과목,"미술, 윤리"
조각가,조소학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
조각가,조소학과,진로선택과목,"미술 창작, 미술 감상과 비평"
조각가,조소학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
조각가,조소학과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
학예사(큐레이터),조소학과,공통과목,"미술, 윤리"
학예사(큐레이터),조소학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
학예사(큐레이터),조소학과,진로선택과목,"미술 창작, 미술 감상과 비평"
학예사(큐레이터),조소학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
학예사(큐레이터),조소학과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
조각가,환경조각학과,공통과목,"미술, 윤리"
조각가,환경조각학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
조각가,환경조각학과,진로선택과목,"미술 창작, 미술 감상과 비평"
조각가,환경조각학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
조각가,환경조각학과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
조경원,환경조각학과,공통과목,"미술, 윤리"
조경원,환경조각학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
조경원,환경조각학과,진로선택과목,"미술 창작, 미술 감상과 비평"
조경원,환경조각학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
조경원,환경조각학과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
조경기술자,조경과,공통과목,"과학, 사회, 교양, 수학, 미술"
조경기술자,조경과,일반선택과목,"과학교과 : 지구과학Ⅰ, 생명과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 사회교과 : 사회문화, 한국지리, 생활과 윤리, 교양교과 : 환경, 철학, 논리학, 심리학, 인문학적 감성과 역사 이해"
조경기술자,조경과,진로선택과목,"생활과 창의성, 생활과 과학, 사회문제 탐구, 공학 일반, 여행지리, 지구과학Ⅱ, 생명과학Ⅱ, 생활 속의 수학적 사고, 가정과학, 농업생명과학"
조경기술자,조경과,전문교과Ⅰ,"고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학"
조경기술자,조경과,전문교과Ⅱ,"인간과 환경, 조경, 조경식물 관리"
조경원,조경과,공통과목,"과학, 사회, 교양, 수학, 미술"
조경원,조경과,일반선택과목,"과학교과 : 지구과학Ⅰ, 생명과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 사회교과 : 사회문화, 한국지리, 생활과 윤리, 교양교과 : 환경, 철학, 논리학, 심리학, 인문학적 감성과 역사 이해"
조경원,조경과,진로선택과목,"생활과 창의성, 생활과 과학, 사회문제 탐구, 공학 일반, 여행지리, 지구과학Ⅱ, 생명과학Ⅱ, 생활 속의 수학적 사고, 가정과학, 농업생명과학"
조경원,조경과,전문교과Ⅰ,"고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학"
조경원,조경과,전문교과Ⅱ,"인간과 환경, 조경, 조경식물 관리"
조경기술자,조경학과,공통과목,"과학, 사회, 교양, 수학, 미술"
조경기술자,조경학과,일반선택과목,"과학교과 : 지구과학Ⅰ, 생명과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 사회교과 : 사회문화, 한국지리, 생활과 윤리, 교양교과 : 환경, 철학, 논리학, 심리학, 인문학적 감성과 역사 이해"
조경기술자,조경학과,진로선택과목,"생활과 창의성, 생활과 과학, 사회문제 탐구, 공학 일반, 여행 지리, 지구과학Ⅱ, 생명과학Ⅱ, 생활 속의 수학적 사고, 가정과학, 농업생명과학"
조경기술자,조경학과,전문교과Ⅰ,"고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학"
조경기술자,조경학과,전문교과Ⅱ,"조경, 조경식물 관리, 인간과 환경, "
조경원,조경학과,공통과목,"과학, 사회, 교양, 수학, 미술"
조경원,조경학과,일반선택과목,"과학교과 : 지구과학Ⅰ, 생명과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 사회교과 : 사회문화, 한국지리, 생활과 윤리, 교양교과 : 환경, 철학, 논리학, 심리학, 인문학적 감성과 역사 이해"
조경원,조경학과,진로선택과목,"생활과 창의성, 생활과 과학, 사회문제 탐구, 공학 일반, 여행 지리, 지구과학Ⅱ, 생명과학Ⅱ, 생활 속의 수학적 사고, 가정과학, 농업생명과학"
조경원,조경학과,전문교과Ⅰ,"고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학"
조경원,조경학과,전문교과Ⅱ,"조경, 조경식물 관리, 인간과 환경, "
조리사 및 주방장,외식조리과,공통과목,"과학, 생활ㆍ교양, 사회"
조리사 및 주방장,외식조리과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용경제, 사회교과 : 사회문화, 생활과 윤리, 정치와 법"
조리사 및 주방장,외식조리과,진로선택과목,"생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학"
조리사 및 주방장,외식조리과,전문교과Ⅰ,"생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구"
조리사 및 주방장,외식조리과,전문교과Ⅱ,"식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석"
푸드스타일리스트,외식조리과,공통과목,"과학, 생활ㆍ교양, 사회"
푸드스타일리스트,외식조리과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용경제, 사회교과 : 사회문화, 생활과 윤리, 정치와 법"
푸드스타일리스트,외식조리과,진로선택과목,"생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학"
푸드스타일리스트,외식조리과,전문교과Ⅰ,"생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구"
푸드스타일리스트,외식조리과,전문교과Ⅱ,"식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석"
조림 영림 및 벌목원,산림자원학과,공통과목,"과학, 교양, 사회, 영어"
조림 영림 및 벌목원,산림자원학과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 물리Ⅰ, 교양교과 : 환경, 보건학, 논술, 철학, 생활과 창의성, 진로와 직업, 실용경제 , 사회교과 : 한국지리, 세계지리, 경제, 생활과 윤리"
조림 영림 및 벌목원,산림자원학과,진로선택과목,"생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 공학일반, 창의경영, 여행 지리, 실용수학"
조림 영림 및 벌목원,산림자원학과,전문교과Ⅰ,"고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 과학과제 연구, 생태와 환경"
조림 영림 및 벌목원,산림자원학과,전문교과Ⅱ,"산림 자원, 산림 휴양, 인간과 환경, 환경화학 기초"
환경영향평가원,산림자원학과,공통과목,"과학, 교양, 사회, 영어"
환경영향평가원,산림자원학과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 물리Ⅰ, 교양교과 : 환경, 보건학, 논술, 철학, 생활과 창의성, 진로와 직업, 실용경제 , 사회교과 : 한국지리, 세계지리, 경제, 생활과 윤리"
환경영향평가원,산림자원학과,진로선택과목,"생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 공학일반, 창의경영, 여행 지리, 실용수학"
환경영향평가원,산림자원학과,전문교과Ⅰ,"고급 생명과학, 생명과학 실험, 물리화학 실험, 융합과학 탐구, 과학과제 연구, 생태와 환경"
환경영향평가원,산림자원학과,전문교과Ⅱ,"산림 자원, 산림 휴양, 인간과 환경, 환경화학 기초"
조선공학기술자,조선공학과,공통과목,"수학, 과학, 기술ㆍ가정"
조선공학기술자,조선공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
조선공학기술자,조선공학과,진로선택과목,"기하, 수학과제 탐구, "
조선공학기술자,조선공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험,, 정보과학, 융합과학탐구, 과학과제연구"
조선공학기술자,조선공학과,전문교과Ⅱ,"기계 제도, 기초 제도, 선박 구조, 선박 건조, 해양의 이해, 해양 정보 관리"
지질학연구원,지구정보공학과,공통과목,"과학, 교양, 사회, 수학"
